0, 0, 0
0.00288319, -0.0046621, -0.0022543
0.013979, -0.0130823, -0.0108696
-0.00160121, -0.0114045, -0.0268415
-0.00442846, -0.00133394, -0.0429735
-0.0064875, -0.00346477, -0.0581953
-0.0143312, -0.0136601, -0.0787879
-0.0186255, -0.0154946, -0.0890802
-0.0200488, -0.00554057, -0.0979002
-0.0234354, -0.00914815, -0.10697
-0.0268078, 0.00442537, -0.112307
-0.0310707, 0.0048645, -0.118103
-0.0306101, 0.00823408, -0.122762
-0.0329938, 0.0180319, -0.131126
-0.0367447, 0.0205005, -0.137646
-0.0434453, 0.04189, -0.136677
-0.0469605, 0.0439472, -0.127685
-0.0454336, 0.0504948, -0.122109
-0.0406702, 0.0686886, -0.0942803
-0.0597791, 0.0861704, -0.0800276
-0.0629779, 0.0803183, -0.0754214
-0.0639681, 0.0794579, -0.070676
-0.0671491, 0.071368, -0.0722353
-0.0841457, 0.0833858, -0.0651093
-0.0948577, 0.0900551, -0.0660035
-0.0992609, 0.0857664, -0.0582617
-0.114898, 0.0770286, -0.0580298
-0.12528, 0.0829155, -0.0613154
-0.149976, 0.084672, -0.0529502
-0.160695, 0.0878616, -0.0553811
-0.17629, 0.090757, -0.0554222
-0.182452, 0.0963399, -0.0556841
-0.189395, 0.097757, -0.0567053
-0.202431, 0.0955469, -0.0615021
-0.211043, 0.0982791, -0.0662085
-0.223711, 0.10419, -0.0732757
-0.244774, 0.107162, -0.0782577
-0.267503, 0.119378, -0.0798699
-0.277227, 0.122483, -0.0864018
-0.286472, 0.1254, -0.096435
-0.294514, 0.129935, -0.100483
-0.309931, 0.129883, -0.129739
-0.329695, 0.143418, -0.155989
-0.329237, 0.149566, -0.15456
-0.340294, 0.151535, -0.160942
-0.340425, 0.165493, -0.169357
-0.339045, 0.1793, -0.177713
-0.34216, 0.189583, -0.177449
-0.341899, 0.206204, -0.174873
-0.348404, 0.222904, -0.195781
-0.353144, 0.236204, -0.200213
-0.357104, 0.25665, -0.206021
-0.36384, 0.273261, -0.213353
-0.37381, 0.280675, -0.220559
-0.383289, 0.293886, -0.225069
-0.387591, 0.312122, -0.228814
-0.396931, 0.326888, -0.233368
-0.409062, 0.334867, -0.235107
-0.420381, 0.348994, -0.244129
-0.432476, 0.367255, -0.253847
-0.442706, 0.384032, -0.264635
-0.461968, 0.417857, -0.283307
-0.474564, 0.434242, -0.290975
-0.488497, 0.454519, -0.29948
-0.505657, 0.462696, -0.306875
-0.530183, 0.486928, -0.326156
-0.554967, 0.482978, -0.331515
-0.57317, 0.494491, -0.336654
-0.592522, 0.509317, -0.34857
-0.613593, 0.520124, -0.360875
