0.219331, -0.257227, -1.62978
0.148778, -0.0148648, -1.93752
0.217148, -0.201885, -1.63368
0.219124, 0.257457, -1.65963
0.183761, -0.333758, -1.61422
0.163258, -0.163913, -1.62242
0.0274611, 0.0228124, -1.90846
0.160683, -0.327044, -1.60307
0.160839, -0.175159, -1.61684
0.195252, -0.224342, -1.6223
0.185761, -0.209322, -1.62392
0.171937, 0.136875, -1.63999
0.163391, 0.19653, -1.64254
0.180113, 0.116183, -1.64137
0.183244, -0.00472506, -1.6364
0.219119, -0.155748, -1.63767
0.216525, 0.0896693, -1.6497
0.195753, -0.0597321, -1.63382
0.185332, -0.290869, -1.61742
0.176733, -0.208804, -1.62167
0.0308624, 0.206167, -1.9132
0.0193871, 0.22493, -1.59974
-0.207995, -0.191222, -1.51029
-0.228799, -0.185448, -1.50437
-0.257255, 0.208414, -1.52942
0.356405, -0.0459557, -2.00456
0.34385, -0.0826991, -1.99234
0.224106, 0.0203696, -1.64845
0.227886, 0.326769, -1.66524
0.220612, 0.142485, -1.65369
0.189045, -0.150447, -1.62939
0.18818, 0.133209, -1.64439
0.185471, 0.0378841, -1.63889
0.176378, 0.201457, -1.64485
0.169053, 0.275312, -1.64729
0.169086, 0.275251, -1.64737
0.115654, 0.0164246, -1.9182
0.09403, 0.0896981, -1.6145
0.0895228, 0.0892061, -1.61264
0.0750508, 0.344659, -1.76791
0.0485257, 0.0960538, -1.60124
-0.0194705, 0.218556, -1.58999
-0.0202936, 0.210561, -1.5946
-0.0628412, 0.217125, -1.5774
-0.0766557, 0.213848, -1.57528
-0.0929066, 0.207328, -1.57698
-0.106745, -0.0691224, -1.55207
-0.134849, 0.214138, -1.55824
-0.155153, 0.0861519, -1.54149
-0.159613, 0.0859334, -1.54078
-0.215794, -0.273351, -1.84362
-0.218619, -0.269725, -1.84309
-0.1921, 0.233711, -1.53724
-0.20387, 0.0971538, -1.52654
-0.222062, -0.194624, -1.50745
-0.221215, -0.0563527, -1.5137
-0.221274, -0.0564161, -1.51402
0.219461, -0.206572, -1.63425
0.218945, -0.22368, -1.63287
0.181333, -0.100362, -1.63019
0.183977, 0.124999, -1.64262
0.178889, -0.0457868, -1.63219
0.181654, 0.245582, -1.64761
0.176753, 0.0173872, -1.6356
0.172195, 0.174622, -1.64226
0.16762, 0.176235, -1.6412
0.10157, 0.226666, -1.6236
0.0737876, -0.32953, -1.58368
0.0785198, 0.0799862, -1.61166
0.035614, 0.227184, -1.60518
-0.0680414, 0.35021, -1.5877
-0.0943123, 0.209889, -1.5738
-0.116681, 0.084964, -1.55312
-0.125992, 0.212788, -1.56285
-0.137458, 0.209146, -1.56196
-0.138079, 0.0851324, -1.54689
