0.220153, -0.258988, -1.62788
0.148876, -0.0150071, -1.93628
0.217779, -0.20349, -1.63151
0.220351, 0.257573, -1.65667
0.183718, -0.336158, -1.61138
0.164024, -0.165553, -1.62032
0.0275248, 0.0228229, -1.90994
0.161316, -0.329518, -1.60126
0.161358, -0.176922, -1.61456
0.196081, -0.226091, -1.62054
0.186471, -0.211147, -1.62208
0.172987, 0.136657, -1.6368
0.164095, 0.19643, -1.63896
0.18109, 0.115846, -1.63786
0.183722, -0.00552653, -1.63341
0.220072, -0.157191, -1.63556
0.217694, 0.0891203, -1.6468
0.196679, -0.0610812, -1.63161
0.185818, -0.293482, -1.61589
0.176998, -0.210791, -1.61929
0.0303954, 0.206795, -1.91092
0.0197852, 0.225094, -1.59645
-0.209004, -0.1932, -1.50892
-0.229817, -0.187228, -1.50187
-0.25816, 0.208596, -1.52655
0.356887, -0.0459297, -2.004
0.343996, -0.0835653, -1.99078
0.224945, 0.0196853, -1.64514
0.228636, 0.32733, -1.6604
0.221666, 0.142229, -1.65047
0.189635, -0.151823, -1.62678
0.189066, 0.132761, -1.64114
0.186256, 0.03737, -1.63574
0.177356, 0.201586, -1.64184
0.170002, 0.275549, -1.64407
0.17009, 0.275534, -1.64411
0.115564, 0.0164562, -1.91786
0.0945599, 0.0892005, -1.61086
0.0901824, 0.0888296, -1.60909
0.0757767, 0.345755, -1.76653
0.0491517, 0.095681, -1.59808
-0.0192138, 0.21875, -1.58648
-0.0199937, 0.210682, -1.59128
-0.0627781, 0.217201, -1.57396
-0.0765318, 0.214094, -1.57209
-0.0929198, 0.207486, -1.57369
-0.107144, -0.0704498, -1.54993
-0.13478, 0.214306, -1.55536
-0.155563, 0.0857791, -1.53844
-0.160177, 0.085537, -1.53751
-0.217346, -0.274268, -1.84218
-0.220148, -0.270554, -1.8414
-0.19231, 0.234083, -1.53504
-0.204474, 0.0969291, -1.52299
-0.223216, -0.196554, -1.50617
-0.222413, -0.0574384, -1.51079
-0.222359, -0.0575363, -1.51122
0.219995, -0.20845, -1.63192
0.219544, -0.225711, -1.63087
0.182153, -0.101698, -1.6279
0.185009, 0.124687, -1.63941
0.179731, -0.0468391, -1.62939
0.182687, 0.245704, -1.64444
0.177527, 0.0167456, -1.63215
0.173215, 0.174534, -1.63917
0.168461, 0.176075, -1.63767
0.102302, 0.226731, -1.62027
0.0737535, -0.332211, -1.58209
0.0789995, 0.0794686, -1.60821
0.0362864, 0.227212, -1.60219
-0.0679587, 0.351497, -1.58337
-0.0944113, 0.21015, -1.57062
-0.116775, 0.0847303, -1.55135
-0.126071, 0.212894, -1.55956
-0.137785, 0.209419, -1.55889
-0.13846, 0.084794, -1.54366
-0.206944, 0.211178, -1.53717
-0.207047, 0.211258, -1.53733
-0.21475, 0.215653, -1.53293
-0.284957, 0.218157, -1.81499
0.217537, -0.26205, -1.62826
0.21689, -0.176234, -1.63278
0.186553, -0.0355899, -1.63261
0.181019, -0.0134463, -1.63114
0.18109, 0.0121592, -1.63245
0.179928, 0.106187, -1.63716
0.17441, -0.149677, -1.6218
0.0961611, 0.0860476, -1.61203
0.0379297, -0.0562291, -1.58736
-0.0438098, 0.182927, -1.89938
-0.112591, -0.0668284, -1.54651
-0.120716, 0.0846909, -1.54898
-0.120672, 0.0846956, -1.54907
-0.133752, 0.0838345, -1.54484
-0.189143, 0.0774725, -1.5332
-0.226505, -0.0619046, -1.51108
0.36397, 0.032161, -2.00642
0.198076, -0.0339412, -1.63104
